,sum_duration_hrs,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
"Four years of college or higher, 1970",0.5387123,-0.129174024,0.126771735,0.413253881,0.553092762,-0.302017777,-0.251999456,-0.291762715,-0.348468791,0.973540951,0.951876651,0.9335107,0.90780045,1,0.988285582,0.957061429,0.946031739,0.922064453,0.893795054,0.864891513,0.8311262,0.89360883,0.909165545,0.906073982,0.882057423,0.847514535,0.826428022,0.275994172,0.278068873,0.197895132,0.158084743,0.02762008,-0.133420913,-0.261914938,-0.357843683,-0.313072873,-0.322117061,-0.298098629,-0.299160827,-0.083675295,0.024055454,0.063709902,0.106112613,0.298883514,0.273127853,0.283872918,0.293730396,0.06006021,-0.141401241,-0.214912809,-0.159846088,0.963580643,0.948265417,0.918764443,0.888257605,0.85026067,0.816230057,0.113872114,0.762494793,,,0.128604151,0.76771436,0.078280936,0.836334866,0.263039541,-0.056734324,0.767967633,,,-0.04686541,0.774728455,-0.062145484,0.836358387,0.178792824,0.221460761,0.015367922,,0.026268095,0.000924217,0.765976255,,0.772175963,0.83653901,-0.291762715,0.869758255,0.868637928,0.207025258,-0.291762715,0.867282605,0.110909046,0.822634053,0.859241201,-0.8029241,0.859688302,0.705169128,0.5918629,-0.593992622,-0.338127227,0.862668428,-0.158992432,0.030425713,-0.241136339,-0.356751125,0.369338478,0.1930053,-0.291852133,-0.291762715,0.107096643,0.136401706,0.168972391,0.067897091,0.600348949,0.5387123,0.421878297,-0.110487411,-0.04655595
CI90UB017_2023,0.639125037,-0.117190621,0.118808025,0.410920034,0.48826745,-0.308517985,-0.255439458,-0.301396979,-0.32530588,0.804457807,0.804175988,0.81834225,0.831657387,0.767967633,0.800085501,0.799931293,0.843825488,0.87058451,0.895001035,0.925758878,0.941076894,0.812539511,0.859421945,0.890610639,0.908752368,0.926715785,0.927145281,0.085945969,0.081752131,0.141936884,0.153276273,0.075840099,-0.045645719,-0.132198957,-0.1901921,-0.300345582,-0.281362471,-0.220594865,-0.182749222,0.075532889,0.216962611,0.285499625,0.328438888,0.090129256,0.052135335,0.050383869,0.066999808,-0.039798703,-0.17051703,-0.058831704,-0.017364732,0.804606705,0.845645162,0.870215383,0.887822563,0.905329121,0.913801474,0.357446731,0.997159529,,,0.368922528,0.994859435,0.272420001,0.983336599,0.054828504,0.128664174,1,,,0.130421267,0.999309867,0.102733186,0.984748064,-0.041064774,0.006452936,0.228719692,,0.233319331,0.180834309,0.999392694,,0.998132602,0.98430057,-0.301396979,0.909587632,0.907503157,0.223071858,-0.301396979,0.926952838,0.257139411,0.951351369,0.916535933,-0.701230425,0.799933509,0.76836318,0.827122296,-0.411208168,-0.047870078,0.926262824,0.007079979,0.214114679,-0.247226099,-0.292118944,0.340050733,0.288591541,-0.229067442,-0.301396979,0.304787532,0.069767978,0.078652028,0.269456493,0.610040103,0.639125037,0.466745683,-0.084821454,-0.024029072
CI90UB517_2023,0.633871466,-0.120401681,0.114237044,0.423181826,0.489418471,-0.305217994,-0.252587047,-0.298255511,-0.322322822,0.809355422,0.80773173,0.821707091,0.833959254,0.774728455,0.805202628,0.807823629,0.849153146,0.874058999,0.896812323,0.927080441,0.941960964,0.817672852,0.865205579,0.898733898,0.91659987,0.933325205,0.93314021,0.083654799,0.079403631,0.140555044,0.1518158,0.073756063,-0.047063923,-0.132877453,-0.190133802,-0.299489736,-0.280391292,-0.219429283,-0.181526235,0.078292932,0.21916156,0.286504773,0.329021108,0.087974895,0.050502314,0.049382384,0.06600206,-0.040494863,-0.170842204,-0.057012331,-0.015091881,0.81487756,0.853561283,0.876235753,0.891693091,0.908041801,0.915281693,0.354962779,0.99717031,,,0.368498867,0.996509917,0.270564665,0.985242196,0.055774975,0.128020873,0.999309867,,,0.131176805,1,0.102382837,0.986166306,-0.039234124,0.007851609,0.227277918,,0.233591664,0.179797275,0.99902635,,0.9992645,0.985952106,-0.298255511,0.910873707,0.908637202,0.220479969,-0.298255511,0.931518124,0.259042282,0.950391736,0.918209307,-0.707573594,0.804867206,0.764680884,0.82144244,-0.422411917,-0.061693219,0.927948359,0.008190445,0.20916808,-0.245597725,-0.2896243,0.335153511,0.284944551,-0.227637739,-0.298255511,0.304052356,0.071405025,0.08116566,0.268372951,0.622620018,0.633871466,0.471449922,-0.085471741,-0.023972507
"Less than high school graduate, 2008-12",0.542510607,-0.150196636,0.028533421,0.435521065,0.535992537,-0.244190811,-0.202046302,-0.237317784,-0.277117297,0.874749951,0.861214046,0.873940379,0.873899666,0.847514535,0.868227193,0.866537643,0.885417776,0.891377671,0.900854071,0.931940103,0.941017438,0.825076686,0.88806022,0.961241057,0.990800082,1,0.996996586,0.08006095,0.074395401,0.152922228,0.147727737,0.058124987,-0.058899374,-0.141420048,-0.192983387,-0.264928618,-0.25144561,-0.198022987,-0.165237014,0.070433653,0.201861611,0.257814023,0.296515358,0.081232852,0.049823284,0.055004592,0.069096936,-0.014589556,-0.14437665,-0.073665788,-0.025191189,0.918598033,0.934565032,0.935043895,0.929869888,0.932736054,0.925590268,0.223218553,0.931719745,,,0.23567194,0.937883841,0.165128931,0.964811047,0.111121974,0.045608144,0.926715785,,,0.049810442,0.933325205,0.032104056,0.960524185,0.033284527,0.072130908,0.122397618,,0.129063985,0.092833451,0.929684949,,0.936228088,0.9627943,-0.237317784,0.932207752,0.92920269,0.167647088,-0.237317784,0.968970749,0.213896071,0.925807172,0.927105317,-0.806343651,0.858429676,0.766943569,0.740524215,-0.555063581,-0.232125127,0.942807751,-0.060666371,0.099781101,-0.206008119,-0.262236081,0.300090484,0.201424947,-0.207033458,-0.237317784,0.277704068,0.116623515,0.137752331,0.232810189,0.702094801,0.542510607,0.412397914,-0.078379361,-0.025665254
"Some college (1-3 years), 1970",0.524318755,-0.153400407,0.070315674,0.47854084,0.549254574,-0.260337152,-0.217207848,-0.252077183,-0.300045496,0.950917693,0.928007765,0.918828915,0.899033224,0.963580643,0.958617283,0.962004889,0.953072884,0.929215035,0.907188695,0.893064384,0.87041,0.882304987,0.91836293,0.951394467,0.944534635,0.918598033,0.900235305,0.180702927,0.181314068,0.20460082,0.177677828,0.072523414,-0.059730302,-0.166706075,-0.248904251,-0.266466626,-0.272117098,-0.245629452,-0.237392413,-0.047146046,0.05933289,0.100303263,0.139833812,0.196469997,0.173694506,0.184715455,0.197125707,0.067182113,-0.10496226,-0.179402654,-0.127389037,1,0.986733546,0.960260504,0.930231333,0.899015394,0.867460497,0.125239809,0.80732872,,,0.138601306,0.817090818,0.085308358,0.877155274,0.199422124,-0.036012569,0.804606705,,,-0.028014197,0.81487756,-0.04335744,0.872318008,0.122088602,0.161078722,0.032430284,,0.041730209,0.014576455,0.806432841,,0.816599116,0.874830597,-0.252077183,0.895778912,0.893575534,0.178488975,-0.252077183,0.916137767,0.128353996,0.849245025,0.894605597,-0.828472903,0.865410947,0.694993346,0.596901851,-0.63583705,-0.377803448,0.893810151,-0.109824418,0.03777815,-0.197141471,-0.308689922,0.295594249,0.164173959,-0.258794294,-0.252077183,0.143064675,0.14599581,0.176591464,0.099352912,0.695417875,0.524318755,0.448599203,-0.094113138,-0.04018484
"Four years of college or higher, 1980",0.590593409,-0.150292792,0.135048416,0.384183425,0.569376578,-0.322538802,-0.26899189,-0.312235508,-0.369864558,0.994584252,0.98168724,0.967880038,0.947672862,0.988285582,1,0.935420707,0.944090191,0.928696089,0.9094506,0.890742341,0.863811919,0.864779279,0.892973815,0.901968821,0.891279096,0.868227193,0.852489451,0.299699894,0.309353603,0.243440363,0.209600589,0.071980662,-0.102978923,-0.248025315,-0.356748747,-0.348636604,-0.360698283,-0.335066276,-0.332925555,-0.114638935,0.004099713,0.053498863,0.099503304,0.327933179,0.299768033,0.307319768,0.316804112,0.065036659,-0.15380713,-0.241991017,-0.193663435,0.958617283,0.964407951,0.946380257,0.923635858,0.891673931,0.862012961,0.091378188,0.792718373,,,0.106719647,0.795964651,0.054892991,0.863352107,0.296933703,-0.087681918,0.800085501,,,-0.077791509,0.805202628,-0.092559699,0.864777164,0.206977776,0.25260496,-0.012479118,,-0.0014209,-0.026621479,0.797240909,,0.801655444,0.864294538,-0.312235508,0.913268509,0.91286645,0.222050946,-0.312235508,0.893780019,0.095539995,0.871218318,0.892502288,-0.80290907,0.879864786,0.761351832,0.659411042,-0.554378783,-0.267906258,0.905113674,-0.125549012,0.032806553,-0.272211744,-0.358301852,0.394992282,0.216519498,-0.286878073,-0.312235508,0.157570385,0.142449591,0.173898443,0.113818902,0.594236068,0.590593409,0.429034699,-0.112681662,-0.047138286
"Less than a high school diploma, 1970",0.506861975,-0.087034924,0.119181349,0.460560711,0.471743656,-0.28735331,-0.239047585,-0.277117229,-0.327632023,0.840997323,0.819757165,0.809242918,0.796921591,0.89360883,0.864779279,0.96015334,0.945723563,0.935408333,0.911094513,0.874229825,0.836372205,1,0.989621953,0.937830257,0.881066592,0.825076686,0.790423206,0.056573805,0.062048262,0.006124937,0.000943269,-0.074460163,-0.1735359,-0.24324328,-0.293472389,-0.18925897,-0.178419301,-0.145460324,-0.149215826,0.083718811,0.165276693,0.175163878,0.191670212,0.100084393,0.085628433,0.113547713,0.141733383,-0.002156083,-0.106256212,-0.025622954,0.021034093,0.882304987,0.864267504,0.843725647,0.825721689,0.793124058,0.766849154,0.285431323,0.807107249,,,0.299317468,0.810298723,0.221014842,0.853512119,0.084803096,0.099886787,0.812539511,,,0.108090965,0.817672852,0.075887054,0.853658662,0.001065075,0.042733475,0.180998413,,0.190699269,0.142576764,0.810598299,,0.814992088,0.853784442,-0.277117229,0.795937626,0.793602011,0.196324569,-0.277117229,0.82227416,0.198577403,0.782591152,0.829564521,-0.799916395,0.785964576,0.651118826,0.540412442,-0.627933289,-0.396022266,0.803155168,-0.28044151,0.079204814,-0.156613662,-0.356634192,0.315528218,0.154864125,-0.30575184,-0.277117229,0.084351617,0.083192685,0.109883608,0.059313851,0.589354819,0.506861975,0.430621614,-0.10622786,-0.044780726
"Bachelor's degree or higher, 1990",0.60966661,-0.16398438,0.146503511,0.364281373,0.576902387,-0.335055296,-0.279014777,-0.324067214,-0.385808358,1,0.993850575,0.984567849,0.968184625,0.973540951,0.994584252,0.918875493,0.934895806,0.925697766,0.911708093,0.898728775,0.876395935,0.840997323,0.875027706,0.893222348,0.890564791,0.874749951,0.862630999,0.309245139,0.323889118,0.263875716,0.235965691,0.097302541,-0.085966206,-0.243072628,-0.362352684,-0.367924713,-0.384197811,-0.35853715,-0.354284695,-0.135991359,-0.011733806,0.045162856,0.095602826,0.347649167,0.319503479,0.325027272,0.333806231,0.065656719,-0.158700728,-0.252764846,-0.210825352,0.950917693,0.96571357,0.95694117,0.939257461,0.911467886,0.884071062,0.065990783,0.795304847,,,0.082144001,0.798206312,0.026642702,0.867593793,0.330210026,-0.115987953,0.804457807,,,-0.105822265,0.809355422,-0.122277732,0.87020213,0.238533305,0.285150869,-0.040007507,,-0.028507382,-0.055993503,0.800790031,,0.804933831,0.869155091,-0.324067214,0.933659275,0.933542133,0.229100338,-0.324067214,0.907320067,0.084651332,0.890942088,0.905795069,-0.795343845,0.892253188,0.773893535,0.687227373,-0.535283869,-0.236173874,0.92485919,-0.107765155,0.03272644,-0.296598996,-0.35192237,0.411060232,0.234466743,-0.2756804,-0.324067214,0.18534285,0.145098297,0.176189639,0.139250882,0.581489233,0.60966661,0.422733011,-0.114786931,-0.047259212
"Bachelor's degree or higher, 2000",0.637531288,-0.173674273,0.168771638,0.342964762,0.585672901,-0.357495992,-0.297601391,-0.345572952,-0.411582616,0.993850575,1,0.996015057,0.985485024,0.951876651,0.98168724,0.89686071,0.92201233,0.919342963,0.912773071,0.903561853,0.883964166,0.819757165,0.855569537,0.872023949,0.87296868,0.861214046,0.851695929,0.322565534,0.344773882,0.285842229,0.26564194,0.127484386,-0.066886191,-0.239466035,-0.373142287,-0.388392292,-0.413795561,-0.390153536,-0.386960032,-0.165187364,-0.039176451,0.023109885,0.076921539,0.373274563,0.351268087,0.356253927,0.365626719,0.070453208,-0.160971133,-0.268022656,-0.234847753,0.928007765,0.952927388,0.953405409,0.945130612,0.922263124,0.898802312,0.038815737,0.792493149,,,0.055495411,0.793688568,-0.002700808,0.865681656,0.369467537,-0.150426447,0.804175988,,,-0.140183061,0.80773173,-0.157338499,0.869789742,0.274933063,0.323127185,-0.071910366,,-0.060244771,-0.088836785,0.799337493,,0.801979164,0.868025664,-0.345572952,0.948071854,0.948538658,0.24412349,-0.345572952,0.908539318,0.070264737,0.904755223,0.91392941,-0.769519994,0.887064206,0.790749781,0.708898507,-0.488364853,-0.179154891,0.937139949,-0.10087276,0.031334458,-0.328814695,-0.344455033,0.433164582,0.257503971,-0.261700746,-0.345572952,0.206936804,0.145548366,0.174025678,0.159412955,0.556888755,0.637531288,0.423703043,-0.117733672,-0.047174283
"Bachelor's degree or higher, 2019-23",0.653086715,-0.168038397,0.183445829,0.321470013,0.598986587,-0.372623557,-0.310227385,-0.360861797,-0.428546028,0.968184625,0.985485024,0.99534355,1,0.90780045,0.947672862,0.865197284,0.900667191,0.908739169,0.9142871,0.919675135,0.910267976,0.796921591,0.838927196,0.864713934,0.875521077,0.873899666,0.868929362,0.296026537,0.326448615,0.293251533,0.288145915,0.162000162,-0.033124935,-0.213412084,-0.35898039,-0.399317854,-0.428679702,-0.402394114,-0.398974523,-0.164629673,-0.034831969,0.031482412,0.081999499,0.357707368,0.340945745,0.347151238,0.364755128,0.058540461,-0.165358872,-0.252057261,-0.229939459,0.899033224,0.935911262,0.949811858,0.954029845,0.944955111,0.931304327,0.029402804,0.818454129,,,0.04718771,0.818205103,-0.015328588,0.888357176,0.381445987,-0.166954499,0.831657387,,,-0.15621502,0.833959254,-0.17503456,0.89338293,0.285700224,0.33453022,-0.085692077,,-0.07333806,-0.104439192,0.826136761,,0.82744579,0.89118664,-0.360861797,0.974320655,0.974980361,0.255260991,-0.360861797,0.929773943,0.071096259,0.938328746,0.932304442,-0.736273134,0.894969382,0.81624672,0.762988405,-0.425080645,-0.091077118,0.9641003,-0.102686491,0.051889597,-0.362689067,-0.310606966,0.449161036,0.293186797,-0.220431233,-0.360861797,0.255326964,0.142042084,0.165749522,0.205691043,0.543510454,0.653086715,0.412866425,-0.110601452,-0.045542103
"Bachelor's degree or higher, 2008-12",0.643218007,-0.171933499,0.175769214,0.332690208,0.599039294,-0.363928383,-0.303017515,-0.351780396,-0.418280751,0.984567849,0.996015057,1,0.99534355,0.9335107,0.967880038,0.883755271,0.912991556,0.915344209,0.915111063,0.914315729,0.900383938,0.809242918,0.849503659,0.873433209,0.880429145,0.873940379,0.867026936,0.308488847,0.335468253,0.289739925,0.276698217,0.144657954,-0.0501904,-0.227574767,-0.364610015,-0.393662772,-0.421943316,-0.396423549,-0.390806273,-0.165351406,-0.037704138,0.02695348,0.080634085,0.365882456,0.347240683,0.352311724,0.362419294,0.066423569,-0.161759866,-0.26080587,-0.233012586,0.918828915,0.948545822,0.955187327,0.952906357,0.937462284,0.918745763,0.031782391,0.806505597,,,0.048766513,0.807481131,-0.011044255,0.879703535,0.377661285,-0.16047685,0.81834225,,,-0.150221197,0.821707091,-0.16748919,0.883915699,0.282831811,0.331186192,-0.080832542,,-0.069070993,-0.098266361,0.813443454,,0.815883725,0.882105397,-0.351780396,0.963958727,0.964401378,0.248999853,-0.351780396,0.924471204,0.072596406,0.92241818,0.926423721,-0.755999247,0.895251918,0.801391959,0.732755841,-0.462469304,-0.142377935,0.953868759,-0.100692488,0.038636719,-0.34564624,-0.325308152,0.436038022,0.273981409,-0.240026836,-0.351780396,0.229479949,0.147252807,0.173411075,0.180177561,0.554777721,0.643218007,0.413655783,-0.112529545,-0.046226666
"Less than high school graduate, 2000",0.530509621,-0.149520548,0.033747241,0.463390894,0.53563211,-0.247511075,-0.204893874,-0.24008293,-0.282055595,0.890564791,0.87296868,0.880429145,0.875521077,0.882057423,0.891279096,0.912362572,0.921645729,0.920338651,0.920720246,0.937835933,0.935256957,0.881066592,0.933563316,0.98802519,1,0.990800082,0.979168934,0.071205459,0.066882832,0.121193755,0.112918441,0.023494658,-0.08756229,-0.16431242,-0.213768335,-0.24558924,-0.231534216,-0.182316704,-0.158655125,0.080222738,0.1990207,0.238661947,0.270756588,0.079813878,0.052833871,0.06597621,0.083683788,-0.011106546,-0.135491042,-0.062061491,-0.011263119,0.944534635,0.949949416,0.940926928,0.929496279,0.921749506,0.907763324,0.230881168,0.91271869,,,0.244274663,0.919967935,0.173123974,0.956624951,0.103966482,0.055010776,0.908752368,,,0.060722329,0.91659987,0.039760887,0.952183288,0.025831961,0.064807292,0.131227118,,0.139220975,0.100729183,0.911228123,,0.918940494,0.954525278,-0.24008293,0.919894587,0.916937822,0.169290625,-0.24008293,0.955969165,0.203226424,0.904290821,0.92470676,-0.835898641,0.863404451,0.76253033,0.687567672,-0.598337244,-0.299749948,0.929329695,-0.1199826,0.080508021,-0.187360227,-0.279547846,0.305728905,0.177849786,-0.224410815,-0.24008293,0.2439018,0.108969275,0.131766748,0.202888055,0.718166643,0.530509621,0.422276244,-0.086128989,-0.028640859
Unemployed_2023,0.595190067,-0.152536587,0.106276023,0.400034807,0.560919308,-0.301932593,-0.251190542,-0.293737055,-0.341598567,0.907320067,0.908539318,0.924471204,0.929773943,0.867282605,0.893780019,0.872568535,0.899005806,0.910755336,0.925351831,0.948761835,0.956620707,0.82227416,0.875746946,0.93026298,0.955969165,0.968970749,0.968588139,0.147638347,0.154363354,0.217310708,0.220627844,0.128921556,-0.014178485,-0.133672556,-0.222623268,-0.309206205,-0.314265731,-0.274891121,-0.249243156,-0.02710316,0.108229707,0.175957408,0.224373285,0.16919624,0.142190367,0.146845842,0.160815935,0.02865034,-0.134203207,-0.147214041,-0.111239214,0.916137767,0.940839768,0.953854963,0.959372925,0.965731887,0.961504855,0.165576789,0.927630807,,,0.179074063,0.931089213,0.107341024,0.96445792,0.207555542,-0.031747648,0.926952838,,,-0.026669623,0.931518124,-0.04301699,0.962845176,0.120112764,0.164103793,0.052198927,,0.05957465,0.024775992,0.927920707,,0.93212819,0.963837512,-0.293737055,0.970397015,0.967665801,0.210259194,-0.293737055,1,0.23694668,0.958856522,0.954200437,-0.753561127,0.883101939,0.745984931,0.778149241,-0.498149694,-0.157837158,0.975557585,-0.03839975,0.093367802,-0.275501989,-0.27032424,0.312599339,0.249427022,-0.212594092,-0.293737055,0.26346561,0.145926924,0.16835331,0.212407542,0.627854365,0.595190067,0.425282601,-0.087220076,-0.034327322
BIRTHS_2023,0.68901478,-0.143389157,0.163762292,0.350491753,0.550393676,-0.361565964,-0.301108372,-0.352080041,-0.399799087,0.890942088,0.904755223,0.92241818,0.938328746,0.822634053,0.871218318,0.820756115,0.876538845,0.903958927,0.929237611,0.958424862,0.971035472,0.782591152,0.838015175,0.877767841,0.904290821,0.925807172,0.930351182,0.190043065,0.201452803,0.252233206,0.262104337,0.170701801,0.010214099,-0.1316456,-0.24291455,-0.352789684,-0.362074752,-0.318527072,-0.293900871,-0.069505296,0.077459548,0.157205514,0.211699963,0.217881694,0.186516573,0.184897024,0.201956059,0.030721978,-0.149489088,-0.177645731,-0.149363514,0.849245025,0.903310215,0.936939092,0.957273354,0.97183368,0.976775042,0.163824785,0.941714165,,,0.177776394,0.938237161,0.095248345,0.96275584,0.239306695,-0.057580861,0.951351369,,,-0.052114805,0.950391736,-0.074733295,0.967230746,0.138305871,0.189124407,0.036220585,,0.043824878,0.001599814,0.947565177,,0.945632886,0.965314814,-0.352080041,0.984562707,0.984344895,0.255674304,-0.352080041,0.958856522,0.15186673,1,0.963992903,-0.702983767,0.862548602,0.82259157,0.868320324,-0.375418919,0.006633262,0.989374143,0.020387302,0.180340834,-0.335899501,-0.291479943,0.401030033,0.336962847,-0.212217584,-0.352080041,0.301983999,0.11478021,0.127377117,0.25603082,0.578206188,0.68901478,0.44190975,-0.090754543,-0.039352986
CI90LBALL_2023,0.616545027,-0.13818048,0.098703386,0.430559523,0.530223201,-0.295992174,-0.2461818,-0.288980587,-0.321753519,0.867593793,0.865681656,0.879703535,0.888357176,0.836334866,0.863352107,0.861127349,0.894666232,0.912283059,0.9297132,0.955767449,0.965066764,0.853512119,0.902353901,0.94089496,0.956624951,0.964811047,0.961232927,0.115504308,0.113393929,0.165731301,0.169886762,0.08253695,-0.043934329,-0.139161112,-0.205963957,-0.303784838,-0.291491404,-0.237647527,-0.20664292,0.0434107,0.177611841,0.237794273,0.277307815,0.121935797,0.088446135,0.091002322,0.107804118,-0.017749279,-0.163288916,-0.091361667,-0.048208664,0.877155274,0.908831232,0.924226336,0.934617799,0.944479744,0.945962447,0.294172338,0.982235574,,,0.306336009,0.982655889,0.236074044,1,0.087841188,0.080562293,0.983336599,,,0.08383643,0.985242196,0.071444311,0.999075559,-0.004292616,0.041511279,0.173324334,,0.179140665,0.146915336,0.983522267,,0.984909067,0.999747989,-0.288980587,0.948263741,0.946178094,0.211552743,-0.288980587,0.96445792,0.222581571,0.96275584,0.951447846,-0.758950162,0.865154123,0.795776927,0.792413471,-0.470276491,-0.123282726,0.959780903,-0.049797493,0.14325104,-0.242616827,-0.294731736,0.352620567,0.250100311,-0.228613449,-0.288980587,0.290423372,0.09558982,0.109180392,0.249785194,0.652119799,0.616545027,0.459047263,-0.088260009,-0.024122248
POVALL_2023,0.62762874,-0.141112414,0.110067892,0.425661406,0.529232327,-0.305781678,-0.25451318,-0.298567919,-0.329808776,0.869155091,0.868025664,0.882105397,0.89118664,0.83653901,0.864294538,0.860700024,0.895692166,0.914476923,0.932348253,0.958082336,0.967281277,0.853784442,0.902286978,0.939357142,0.954525278,0.9627943,0.959301907,0.120617095,0.118679641,0.16923335,0.174028614,0.08540431,-0.043975137,-0.142361519,-0.211969706,-0.310383098,-0.298302617,-0.244011613,-0.213157886,0.040292606,0.176430363,0.238057268,0.278448877,0.128144659,0.094093036,0.096539901,0.113896263,-0.017324084,-0.166159178,-0.094907366,-0.051617875,0.874830597,0.908098808,0.924805924,0.936046746,0.946049608,0.94775457,0.295767381,0.981604064,,,0.308112164,0.98162421,0.236241507,0.999747989,0.093834499,0.079087592,0.98430057,,,0.082515497,0.985952106,0.068887906,0.999788835,-0.000472415,0.046428461,0.173138924,,0.17910094,0.145567568,0.983748772,,0.984819541,1,-0.298567919,0.95015962,0.948186547,0.219565344,-0.298567919,0.963837512,0.223642461,0.965314814,0.953599808,-0.757075753,0.867631702,0.79887649,0.79522277,-0.465549986,-0.117271139,0.961716336,-0.050767287,0.147304315,-0.249580567,-0.299444422,0.360825711,0.257238676,-0.231585326,-0.298567919,0.29703275,0.095726299,0.10998704,0.255958686,0.646800139,0.62762874,0.460126042,-0.091408364,-0.024848062
CI90UBALL_2023,0.637497342,-0.143733927,0.120425672,0.420991077,0.528091447,-0.31460855,-0.262027832,-0.307212145,-0.337036752,0.87020213,0.869789742,0.883915699,0.89338293,0.836358387,0.864777164,0.859930674,0.896237428,0.916083119,0.93435048,0.959779565,0.968881024,0.853658662,0.901828869,0.93753618,0.952183288,0.960524185,0.9571104,0.125244878,0.123466314,0.172365136,0.177743783,0.087991708,-0.043993155,-0.145228553,-0.217373649,-0.316287046,-0.304406829,-0.249729987,-0.219027437,0.037420386,0.175271166,0.238193197,0.279370361,0.133772279,0.099221179,0.101566609,0.119422626,-0.016927206,-0.168713715,-0.098111769,-0.054716177,0.872318008,0.907028902,0.924929767,0.936943203,0.947070125,0.948976293,0.297096781,0.980592261,,,0.309601898,0.980246088,0.236290417,0.999075559,0.099279255,0.07770272,0.984748064,,,0.081269868,0.986166306,0.066517359,1,0.003024769,0.050909086,0.1728927,,0.178985441,0.144269514,0.983521441,,0.984302444,0.999788835,-0.307212145,0.951476768,0.949607616,0.226802984,-0.307212145,0.962845176,0.224515146,0.967230746,0.955148341,-0.755025422,0.869516288,0.801360814,0.797443003,-0.461017685,-0.111716374,0.963063074,-0.051632595,0.150949556,-0.255844828,-0.303626057,0.368177187,0.263659404,-0.234203426,-0.307212145,0.302957273,0.095809971,0.110678281,0.261501761,0.641644783,0.637497342,0.460910237,-0.094249948,-0.025501559
