,sum_duration_hrs,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
avg_carbon_emission,-0.055780808,-0.058348363,-0.021864845,-0.01074624,-0.029166249,0.062285155,0.074122453,0.061857457,0.078970502,-0.047259212,-0.047174283,-0.046226666,-0.045542103,-0.04655595,-0.047138286,-0.049735355,-0.052076299,-0.052571956,-0.049661402,-0.044404507,-0.040826574,-0.044780726,-0.041102221,-0.034525295,-0.028640859,-0.025665254,-0.024458222,-0.018911041,-0.0352981,-0.008057282,-0.022520815,-0.051107618,-0.018588103,0.039129798,0.071637767,-0.028740098,-0.012934845,0.004908546,0.006826997,0.091717706,0.07236211,0.052063398,0.049242857,-0.041816404,-0.036861316,-0.049708456,-0.052911659,-0.143941557,-0.117717485,0.09171457,0.098636452,-0.04018484,-0.041495393,-0.042748113,-0.041165345,-0.037041779,-0.033936189,0.080851896,-0.021683825,,,0.068762628,-0.021221235,0.147328477,-0.024122248,-0.099753496,0.105388589,-0.024029072,,,0.09680789,-0.023972507,0.150338914,-0.025501559,-0.100263196,-0.100419885,0.096615498,,0.086719293,0.150570326,-0.022960935,,-0.022729314,-0.024848062,0.061857457,-0.040749821,-0.040986554,-0.113728543,0.061857457,-0.034327322,0.012486066,-0.039352986,-0.036230191,0.042052473,-0.033464358,-0.03772148,-0.037349956,0.030537008,0.014251065,-0.038275296,0.003850561,-0.029597577,0.008438228,0.104746476,-0.061844451,-0.019580711,0.097732297,0.061857457,0.097745739,-0.073581846,-0.081088289,0.109410385,-0.01809991,-0.055780808,-0.026526582,0.020610539,1
"Percent of adults with a high school diploma only, 1980",-0.191918108,-0.069069617,-0.099125381,-0.02562804,-0.106946017,0.035153414,-0.00440166,0.022566377,0.013185751,-0.158700728,-0.160971133,-0.161759866,-0.165358872,-0.141401241,-0.15380713,-0.054089724,-0.046832147,-0.046927698,-0.048507927,-0.066080467,-0.078720435,-0.106256212,-0.118503194,-0.124940991,-0.135491042,-0.14437665,-0.143125498,-0.265082459,-0.285003532,0.012766925,0.038984591,0.229053538,0.37102231,0.394877362,0.377576015,0.736983971,0.540799195,0.377926091,0.273090566,-0.396282617,-0.444919151,-0.442310759,-0.383007925,-0.274730269,-0.22441906,-0.190925696,-0.17995112,0.838598631,1,-0.360624442,-0.403566671,-0.10496226,-0.109017923,-0.100522961,-0.093608175,-0.095127466,-0.097501662,-0.291180299,-0.159741611,,,-0.30676386,-0.159480896,-0.394156624,-0.163288916,0.077596092,-0.312849499,-0.17051703,,,-0.329980743,-0.170842204,-0.388838633,-0.168713715,0.095748433,0.087127089,-0.308788181,,-0.326224805,-0.39544321,-0.165651681,,-0.165770514,-0.166159178,0.022566377,-0.1393861,-0.139425907,-0.023543103,0.022566377,-0.134203207,-0.058266807,-0.149489088,-0.094784071,0.1003421,-0.185980146,-0.163051408,-0.221941908,0.021507145,-0.07649697,-0.136399295,0.037129318,-0.129539748,0.112252328,0.045422245,-0.243488299,-0.147547953,-0.014591662,0.022566377,-0.468923837,0.228856702,0.2252177,-0.494997755,-0.063687507,-0.191918108,-0.107479238,0.03226483,-0.117717485
"Percent of adults who are not high school graduates, 1990",-0.137365914,0.141008879,-0.227733347,0.04171235,-0.096694923,0.316431983,0.302111765,0.315004689,0.252171443,-0.135991359,-0.165187364,-0.165351406,-0.164629673,-0.083675295,-0.114638935,-0.02113517,-0.041241946,-0.039614912,-0.038749549,-0.027372165,-0.019226788,0.083718811,0.088569761,0.08816007,0.080222738,0.070433653,0.057380422,-0.632184691,-0.694583419,-0.673506364,-0.714837251,-0.706628918,-0.57447491,-0.290480124,0.005955057,0.157797521,0.404057623,0.547839451,0.63982073,1,0.946154472,0.850977678,0.725732479,-0.697095314,-0.710433845,-0.691638655,-0.674836147,-0.673676872,-0.396282617,0.861381446,0.95626812,-0.047146046,-0.071236389,-0.089989454,-0.100620584,-0.096582696,-0.09006128,0.611326732,0.086305931,,,0.609582457,0.090515747,0.54571947,0.0434107,-0.603670358,0.709093121,0.075532889,,,0.707549203,0.078292932,0.644983244,0.037420386,-0.591607318,-0.600127993,0.679057575,,0.679180211,0.60687368,0.08057059,,0.083976029,0.040292606,0.315004689,-0.106678091,-0.110172126,-0.28232185,0.315004689,-0.02710316,0.367031639,-0.069505296,-0.055357553,-0.035126773,-0.07153163,-0.042128289,-0.082148959,-0.077329938,-0.115107122,-0.085375028,-0.091270993,0.13901011,0.546961183,0.184400132,-0.199337252,-0.332640499,0.148630055,0.315004689,0.270624383,-0.319302775,-0.298217057,0.330521751,0.047714093,-0.137365914,-0.047303514,-0.057175297,0.091717706
CI90UB017P_2023,-0.028890777,0.017591182,-0.090898107,0.067610233,-0.107895695,0.334538022,0.328463913,0.346811566,0.340792053,-0.115987953,-0.150426447,-0.16047685,-0.166954499,-0.056734324,-0.087681918,-0.001286893,-0.021253413,-0.024224361,-0.028438255,-0.027799734,-0.024987898,0.099886787,0.089427576,0.071781322,0.055010776,0.045608144,0.030606326,-0.367207754,-0.451801328,-0.404681695,-0.422738172,-0.426317379,-0.342706911,-0.10271404,0.132648029,0.046099654,0.26485981,0.410245684,0.503690243,0.709093121,0.726987812,0.693705066,0.624680847,-0.495567787,-0.564848552,-0.602296179,-0.603357665,-0.45810218,-0.312849499,0.542051567,0.635879784,-0.036012569,-0.055373705,-0.071131623,-0.081923135,-0.081819692,-0.079729807,0.933449818,0.132303692,,,0.92157228,0.131937468,0.857972416,0.080562293,-0.77783001,1,0.128664174,,,0.994491459,0.128020873,0.91181033,0.07770272,-0.79187301,-0.788246772,0.988145135,,0.981898979,0.897151163,0.130438937,,0.129931175,0.079087592,0.346811566,-0.107811148,-0.111142504,-0.316483535,0.346811566,-0.031747648,0.470505183,-0.057580861,-0.040143221,-0.06641325,-0.025871214,-0.05978841,-0.078655874,-0.132250115,-0.168872148,-0.08686968,-0.068865453,0.220239605,0.543509449,-0.08619995,-0.107868022,-0.290300816,-0.122594388,0.346811566,0.274337936,-0.262758026,-0.252463344,0.320571324,0.045525711,-0.028890777,0.045684309,-0.101625813,0.105388589
CI90UB517P_2023,-0.027365551,0.017556561,-0.088672213,0.07342388,-0.100459273,0.320401862,0.315511256,0.334775656,0.321589302,-0.105822265,-0.140183061,-0.150221197,-0.15621502,-0.04686541,-0.077791509,0.007088112,-0.014092147,-0.01798697,-0.02371598,-0.02397914,-0.021890342,0.108090965,0.096686372,0.078351073,0.060722329,0.049810442,0.034418921,-0.355230997,-0.437024775,-0.403700481,-0.420541645,-0.428145981,-0.354820386,-0.125535186,0.105084909,0.026677921,0.243957998,0.392813045,0.484250724,0.707549203,0.729692454,0.695723011,0.624818285,-0.478545921,-0.546208903,-0.581281404,-0.579879356,-0.467215878,-0.329980743,0.541629929,0.635378974,-0.028014197,-0.047783775,-0.064447709,-0.076492775,-0.077910569,-0.076500818,0.925568452,0.13335946,,,0.926816843,0.1345909,0.847690681,0.08383643,-0.756571421,0.994491459,0.130421267,,,1,0.131176805,0.903146305,0.081269868,-0.769866139,-0.766518733,0.98152946,,0.987396742,0.887660208,0.131872804,,0.132859007,0.082515497,0.334775656,-0.101405871,-0.104685508,-0.309297097,0.334775656,-0.026669623,0.4628202,-0.052114805,-0.037151586,-0.074999878,-0.015961677,-0.051475892,-0.06966144,-0.138056946,-0.170829642,-0.08112911,-0.082111359,0.234810814,0.522150864,-0.098545603,-0.082871783,-0.267390933,-0.129434356,0.334775656,0.288529121,-0.266588574,-0.254689017,0.334810779,0.050070643,-0.027365551,0.049621275,-0.104890507,0.09680789
PCTPOVALL_2023,0.027079902,0.010640008,-0.04736981,0.085459248,-0.08252923,0.282550498,0.264411186,0.282297772,0.332781572,-0.055993503,-0.088836785,-0.098266361,-0.104439192,0.000924217,-0.026621479,0.046912897,0.028260033,0.02367956,0.018472279,0.020043928,0.023528287,0.142576764,0.133389833,0.116671569,0.100729183,0.092833451,0.078654228,-0.152137231,-0.25300982,-0.274972568,-0.329917807,-0.380113128,-0.339200221,-0.152692086,0.050003951,-0.093311032,0.112357992,0.261943661,0.360637169,0.60687368,0.645432796,0.626487238,0.560716563,-0.316786269,-0.398470652,-0.444531445,-0.45634617,-0.457054907,-0.39544321,0.407998074,0.51909078,0.014576455,-0.000212674,-0.015776569,-0.026225501,-0.025544424,-0.023934171,0.867454228,0.182986932,,,0.854198124,0.182239359,0.986973943,0.146915336,-0.764812468,0.897151163,0.180834309,,,0.887660208,0.179797275,0.991371676,0.144269514,-0.790505617,-0.781079461,0.899358885,,0.889748705,1,0.181958037,,0.181075145,0.145567568,0.282297772,-0.046675069,-0.049881789,-0.231745991,0.282297772,0.024775992,0.456411081,0.001599814,0.011010937,-0.128363555,0.076438234,-0.002482652,-0.016271742,-0.176022059,-0.185228796,-0.026646294,-0.048704418,0.211746249,0.374087875,-0.207615626,-0.011655059,-0.169685729,-0.229801898,0.282297772,0.258098508,-0.195466032,-0.17705935,0.289188984,0.073173226,0.027079902,0.081192788,-0.078159869,0.150570326
PCTPOV017_2023,0.067279726,0.002692513,-0.021315872,0.100417147,-0.065215238,0.244154796,0.246684891,0.255846502,0.266742607,-0.040007507,-0.071910366,-0.080832542,-0.085692077,0.015367922,-0.012479118,0.077075786,0.063820425,0.06583246,0.065148837,0.065634938,0.068692807,0.180998413,0.172009166,0.150408461,0.131227118,0.122397618,0.106912748,-0.336325173,-0.416716502,-0.371026857,-0.385963951,-0.396456,-0.333709308,-0.12009881,0.092024011,0.006084894,0.21450212,0.358411553,0.451043247,0.679057575,0.715013459,0.69582805,0.640508325,-0.454504214,-0.525427861,-0.561233945,-0.559971594,-0.426593475,-0.308788181,0.500493358,0.596385625,0.032430284,0.019682948,0.0095404,0.003444247,0.005723358,0.00896787,0.977453687,0.228723706,,,0.966139924,0.22710301,0.882234158,0.173324334,-0.737095235,0.988145135,0.228719692,,,0.98152946,0.227277918,0.896006545,0.1728927,-0.768999564,-0.756393124,1,,0.992947074,0.899358885,0.228883216,,0.227394795,0.173138924,0.255846502,-0.020591767,-0.023896815,-0.23907138,0.255846502,0.052198927,0.497028183,0.036220585,0.051898068,-0.120944285,0.054279805,0.009177599,-0.000222841,-0.15774189,-0.159735379,0.002509218,-0.061119184,0.261124173,0.472259514,-0.134870959,-0.055354553,-0.21748919,-0.161824223,0.255846502,0.293768045,-0.243171985,-0.230234492,0.334117451,0.089562595,0.067279726,0.105277459,-0.115793119,0.096615498
"Percent of adults completing some college or associate degree, 1990",0.21582715,-0.227443266,0.110096864,0.025008168,0.101565145,-0.191567233,-0.155439985,-0.191789482,-0.125185598,0.097302541,0.127484386,0.144657954,0.162000162,0.02762008,0.071980662,0.006470966,0.042552925,0.049899842,0.070810854,0.0914433,0.114760401,-0.074460163,-0.050847835,-0.012142627,0.023494658,0.058124987,0.076575729,0.344073461,0.372985045,0.785261596,0.911848649,1,0.907845152,0.709845237,0.423724681,-0.347148014,-0.491679252,-0.575911819,-0.55465803,-0.706628918,-0.585787662,-0.459917499,-0.346597222,0.331847158,0.324684611,0.299252091,0.2962373,0.490965399,0.229053538,-0.666880713,-0.738638761,0.072523414,0.123040521,0.164905017,0.189580189,0.208140657,0.216945654,-0.33997009,0.065842123,,,-0.339372064,0.062686605,-0.333689721,0.08253695,0.37538106,-0.426317379,0.075840099,,,-0.428145981,0.073756063,-0.41060237,0.087991708,0.358453187,0.36840043,-0.396456,,-0.398544818,-0.380113128,0.071267714,,0.068734428,0.08540431,-0.191789482,0.170764386,0.172439075,0.174155618,-0.191789482,0.128921556,-0.110899887,0.170701801,0.148212162,0.019858896,0.089489456,0.065617932,0.178903938,0.073128738,0.154259313,0.167690493,0.161953891,0.035800614,-0.407943892,-0.094371894,0.060020396,0.316638976,-0.08690736,-0.191789482,0.073472097,0.425544706,0.397044369,-0.033004839,0.045179556,0.21582715,0.127857413,0.083292597,-0.051107618
PCTPOV517_2023,0.069533168,0.0041501,-0.020323847,0.108998704,-0.05620057,0.230684816,0.234214297,0.244099452,0.247413076,-0.028507382,-0.060244771,-0.069070993,-0.07333806,0.026268095,-0.0014209,0.087010786,0.072639768,0.07367623,0.071544932,0.071275331,0.073750379,0.190699269,0.181011875,0.158973294,0.139220975,0.129063985,0.113276232,-0.324933657,-0.403400421,-0.370566407,-0.38351201,-0.398544818,-0.346013258,-0.14368453,0.064348657,-0.013834557,0.192519875,0.340588377,0.431153581,0.679180211,0.720022383,0.700259797,0.643617546,-0.438691897,-0.507707781,-0.540928403,-0.537302676,-0.436538282,-0.326224805,0.500950143,0.596880306,0.041730209,0.028873005,0.017917767,0.010618735,0.011418882,0.014050196,0.969565171,0.232744753,,,0.974566445,0.233240586,0.871831925,0.179140665,-0.714771336,0.981898979,0.233319331,,,0.987396742,0.233591664,0.887226626,0.178985441,-0.745868103,-0.733565209,0.992947074,,1,0.889748705,0.233218422,,0.233633091,0.17910094,0.244099452,-0.012354528,-0.015631787,-0.232219692,0.244099452,0.05957465,0.492266828,0.043824878,0.05653274,-0.131395542,0.065724295,0.018431658,0.011408297,-0.16541754,-0.16240375,0.010304968,-0.073603339,0.271565193,0.449706264,-0.144828169,-0.031486718,-0.19577255,-0.166344001,0.244099452,0.308485651,-0.2452862,-0.230722444,0.348439513,0.096481091,0.069533168,0.111302715,-0.118768729,0.086719293
"Percent of adults who are not high school graduates, 2000",-0.01199376,0.084625286,-0.188591662,0.063935448,-0.026045838,0.250276525,0.249162763,0.259628724,0.198462053,-0.011733806,-0.039176451,-0.037704138,-0.034831969,0.024055454,0.004099713,0.072260645,0.06090035,0.067560895,0.073557742,0.093972396,0.108695484,0.165276693,0.179113247,0.192124502,0.1990207,0.201861611,0.193891698,-0.507513731,-0.584273161,-0.512286364,-0.554824385,-0.585787662,-0.538972762,-0.302832181,-0.047223631,0.002309127,0.238899413,0.407876561,0.52859696,0.946154472,1,0.956251702,0.875683483,-0.607081419,-0.655347261,-0.651480371,-0.641536091,-0.624465912,-0.444919151,0.729955461,0.848816268,0.05933289,0.048221536,0.037567223,0.029974685,0.03700737,0.044624233,0.670708695,0.221917513,,,0.675116181,0.22504958,0.600513261,0.177611841,-0.541949695,0.726987812,0.216962611,,,0.729692454,0.21916156,0.669561007,0.175271166,-0.547630056,-0.547137547,0.715013459,,0.720022383,0.645432796,0.219408085,,0.222056278,0.176430363,0.259628724,0.031317507,0.027749803,-0.241286781,0.259628724,0.108229707,0.451560083,0.077459548,0.069114621,-0.152074062,0.052694609,0.081029159,0.077713399,-0.149449526,-0.116850046,0.053554642,-0.070537003,0.247124341,0.411797851,0.036708507,-0.070415894,-0.17974816,0.021499933,0.259628724,0.37171154,-0.209952338,-0.19137135,0.399216727,0.105663632,-0.01199376,0.008593044,-0.07487416,0.07236211
R_BIRTH_2023,0.163373094,0.065219322,0.149744516,0.016265763,0.064819196,-0.153053417,-0.134085226,-0.153549894,-0.105357634,0.03272644,0.031334458,0.038636719,0.051889597,0.030425713,0.032806553,0.046903283,0.054676861,0.066831184,0.076379682,0.092966472,0.107858317,0.079204814,0.079049691,0.073946753,0.080508021,0.099781101,0.106077432,-0.029127275,-0.036235717,0.054731321,-0.0002676,0.035800614,-0.035325847,-0.035161583,-0.050359791,-0.161017225,-0.118648816,-0.074911476,0.007727644,0.13901011,0.247124341,0.319685487,0.374198299,-0.051884985,-0.08892311,-0.109508896,-0.126247678,-0.076386092,-0.129539748,0.03935421,0.096382237,0.03777815,0.045753598,0.061321071,0.070471994,0.088013941,0.100193571,0.307210495,0.199186517,,,0.311855296,0.192879439,0.231092279,0.14325104,-0.094662971,0.220239605,0.214114679,,,0.234810814,0.20916808,0.191909281,0.150949556,-0.131810366,-0.113894315,0.261124173,,0.271565193,0.211746249,0.207359528,,0.201866902,0.147304315,-0.153549894,0.100293095,0.10046818,0.151100233,-0.153549894,0.093367802,0.060061714,0.180340834,0.079508009,-0.069773598,0.050307897,0.09122818,0.332553454,-0.030516399,0.1173638,0.107178538,0.081529988,1,-0.292339256,-0.238494292,0.199377306,0.71009545,-0.207263775,-0.153549894,0.105278952,-0.030785453,-0.069001874,0.106194519,0.022413703,0.163373094,0.089805116,0.13177592,-0.029597577
CI90UBINC_2023,0.144474809,-0.07924902,0.143274322,-0.038664046,0.281647672,-0.40166976,-0.346100572,-0.386324469,-0.468650844,0.238533305,0.274933063,0.282831811,0.285700224,0.178792824,0.206977776,0.090738173,0.09876309,0.095696934,0.092356222,0.085943178,0.075404299,0.001065075,0.000484835,0.010978707,0.025831961,0.033284527,0.047150069,0.388456825,0.506929149,0.356971402,0.41094709,0.358453187,0.167482692,-0.112609519,-0.375342912,-0.271165874,-0.454036912,-0.559476669,-0.621128378,-0.591607318,-0.547630056,-0.49497158,-0.4017559,0.581573189,0.648608636,0.692050269,0.692545759,0.301111607,0.095748433,-0.448448415,-0.54235239,0.122088602,0.139264342,0.146688847,0.148393031,0.137062249,0.124607397,-0.707663702,-0.05061048,,,-0.679606706,-0.049473338,-0.752550643,-0.004292616,0.983143703,-0.79187301,-0.041064774,,,-0.769866139,-0.039234124,-0.80621972,0.003024769,1,0.995857154,-0.768999564,,-0.745868103,-0.790505617,-0.045510108,,-0.043971869,-0.000472415,-0.386324469,0.188906858,0.191790305,0.285855395,-0.386324469,0.120112764,-0.297661834,0.138305871,0.09244836,-0.06053431,0.103432334,0.155754131,0.196337777,0.027445287,0.114857688,0.165031727,-0.000190704,-0.131810366,-0.607967038,-0.052602877,0.264497603,0.381944395,0.012553833,-0.386324469,-0.062965742,0.236967525,0.258964837,-0.115944567,-0.014815867,0.144474809,0.023391732,-0.034597791,-0.100263196
"Percent of adults with a high school diploma only, 1970",0.021960786,-0.167703805,0.043762018,0.008234776,0.016031822,-0.111709278,-0.124803195,-0.116142186,-0.091050329,0.065656719,0.070453208,0.066423569,0.058540461,0.06006021,0.065036659,0.09351936,0.105127323,0.099020116,0.094414842,0.074208484,0.058678267,-0.002156083,-0.008360721,-0.007716451,-0.011106546,-0.014589556,-0.011127668,0.157056697,0.138356622,0.427469147,0.415619682,0.490965399,0.485536249,0.371595581,0.221066795,0.352292283,0.126312493,-0.034051746,-0.126696174,-0.673676872,-0.624465912,-0.562762597,-0.448087365,0.124048228,0.141946714,0.157068032,0.156457459,1,0.838598631,-0.762432874,-0.734211032,0.067182113,0.077407372,0.087713436,0.091880969,0.083912714,0.073286634,-0.366661388,-0.040496562,,,-0.374222092,-0.041754946,-0.416317684,-0.017749279,0.312614737,-0.45810218,-0.039798703,,,-0.467215878,-0.040494863,-0.481422564,-0.016927206,0.301111607,0.308099631,-0.426593475,,-0.436538282,-0.457054907,-0.040149628,,-0.041108803,-0.017324084,-0.116142186,0.052188857,0.053193222,0.108197352,-0.116142186,0.02865034,-0.103243141,0.030721978,0.066876366,-0.05829274,0.023101751,-0.002960104,-0.042729999,-0.081222417,-0.100649624,0.047055742,0.044094402,-0.076386092,-0.181342313,-0.217715566,0.008492716,0.095270336,-0.23489612,-0.116142186,-0.418962797,0.408910184,0.411095497,-0.491225446,0.007582623,0.021960786,0.008837701,0.024208564,-0.143941557
Anomaly (1901-2000 base period),0.032390838,-0.047558991,-0.195104989,0.046127779,0.051203691,0.041450107,0.010784119,0.014816798,0.035724806,0.145098297,0.145548366,0.147252807,0.142042084,0.136401706,0.142449591,0.129759665,0.125821912,0.115064859,0.106484011,0.103401687,0.102329253,0.083192685,0.079238908,0.09510514,0.108969275,0.116623515,0.123662843,0.144958168,0.148304502,0.471818654,0.461505519,0.425544706,0.390635388,0.30639454,0.191360875,-0.074092466,-0.194415425,-0.240148208,-0.242317688,-0.319302775,-0.209952338,-0.14653353,-0.037278417,0.11183538,0.099465863,0.101420335,0.086226879,0.408910184,0.228856702,-0.436906726,-0.411832998,0.14599581,0.156501571,0.156697105,0.152598662,0.145701441,0.136106982,-0.207043929,0.071378035,,,-0.205249637,0.073355693,-0.171367092,0.09558982,0.242325316,-0.262758026,0.069767978,,,-0.266588574,0.071405025,-0.211502663,0.095809971,0.236967525,0.240577935,-0.243171985,,-0.2452862,-0.195466032,0.070561087,,0.072361332,0.095726299,0.014816798,0.129706967,0.128781449,0.006765545,0.014816798,0.145926924,0.12431018,0.11478021,0.108256775,-0.190884286,0.136235763,0.108815317,0.104280595,-0.18287865,-0.138471389,0.128403393,-0.018892084,-0.030785453,-0.206189892,-0.264588212,0.112721384,0.136491567,-0.257882115,0.014816798,-0.135643496,1,0.964294644,-0.367105429,0.072751089,0.032390838,0.058864292,0.131499523,-0.073581846
CI90LBALLP_2023,0.130708256,-0.014653482,0.039536225,0.1127551,-0.03728545,0.176465559,0.165626415,0.175820911,0.249688217,0.026642702,-0.002700808,-0.011044255,-0.015328588,0.078280936,0.054892991,0.125948717,0.114382752,0.11448908,0.112175063,0.112936176,0.116008324,0.221014842,0.213076134,0.192005863,0.173123974,0.165128931,0.150512542,-0.092391757,-0.185599912,-0.221623614,-0.273191129,-0.333689721,-0.317501423,-0.167260552,0.003124782,-0.147694427,0.043380074,0.186329902,0.280142366,0.54571947,0.600513261,0.597512953,0.544853319,-0.243484578,-0.327401445,-0.372088396,-0.381140734,-0.416317684,-0.394156624,0.342639692,0.452572347,0.085308358,0.07760294,0.067612447,0.061741693,0.063965559,0.066484504,0.881327187,0.269524708,,,0.86828292,0.267362406,1,0.236074044,-0.707066692,0.857972416,0.272420001,,,0.847690681,0.270564665,0.957369695,0.236290417,-0.752550643,-0.733120722,0.882234158,,0.871831925,0.986973943,0.271273053,,0.269328398,0.236241507,0.175820911,0.044069716,0.041109074,-0.135963355,0.175820911,0.107341024,0.461261741,0.095248345,0.104177392,-0.180673548,0.165715668,0.07127568,0.059654927,-0.195125238,-0.170781733,0.064815136,-0.044825341,0.231092279,0.283794201,-0.258500096,0.05793119,-0.093523122,-0.266965478,0.175820911,0.277571948,-0.171367092,-0.148858414,0.301694025,0.11323774,0.130708256,0.139098096,-0.0924314,0.147328477
"Percent of adults who are not high school graduates, 2008-12",0.07468273,0.043988979,-0.131945809,0.067548411,0.023217895,0.18730827,0.177896133,0.193424131,0.139440191,0.045162856,0.023109885,0.02695348,0.031482412,0.063709902,0.053498863,0.100089018,0.096470606,0.108096395,0.119756406,0.147678831,0.168871845,0.175163878,0.195621246,0.219356136,0.238661947,0.257814023,0.256345431,-0.408443565,-0.485545142,-0.377443862,-0.416506677,-0.459917499,-0.463334533,-0.280805278,-0.061834914,-0.095892122,0.128251807,0.288059238,0.433209531,0.850977678,0.956251702,1,0.943034798,-0.518783698,-0.5838349,-0.606666259,-0.601506315,-0.562762597,-0.442310759,0.6107969,0.728272227,0.100303263,0.099832044,0.098591989,0.096028747,0.108419055,0.118043069,0.671802415,0.286472911,,,0.676480696,0.288113962,0.597512953,0.237794273,-0.477204476,0.693705066,0.285499625,,,0.695723011,0.286504773,0.638057798,0.238193197,-0.49497158,-0.488236484,0.69582805,,0.700259797,0.626487238,0.286151418,,0.287492264,0.238057268,0.193424131,0.104272219,0.100840855,-0.195217879,0.193424131,0.175957408,0.488597701,0.157205514,0.130101984,-0.190819194,0.105429123,0.131877772,0.176697596,-0.166270851,-0.089585263,0.126237955,-0.022652875,0.319685487,0.308784009,-0.021848373,-0.008192675,-0.068398791,-0.025923446,0.193424131,0.429098232,-0.14653353,-0.12455349,0.438015257,0.121897366,0.07468273,0.045833796,-0.075951875,0.052063398
